OBJECTID,CaseObjectID,AppliedDate,Fee,IssuedDate,ParcelNo,PropertyAddress,Status,Valuation,WorkDescription,BuildingUseCode,PermitNumber,PermitType,PermitSubType
9416532,42781,2013/03/18 08:00:00+00,3662.0,,280035000,212 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN13-0018,ZNG-ZONING,ZNG-MALLVN
9416533,42780,2013/03/15 08:00:00+00,707.5,,530068000,512  E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN13-0017,ZNG-ZONING,ZNG-MALLVN
9416534,42779,2013/03/15 08:00:00+00,1497.5,,330269000,213 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN13-0016,ZNG-ZONING,ZNG-MALLVN
9416535,42778,2013/03/15 08:00:00+00,1520.0,,330272000,219  W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN13-0015,ZNG-ZONING,ZNG-MALLVN
9416536,42777,2013/03/15 08:00:00+00,1685.0,,330266000,201-207 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN13-0014,ZNG-ZONING,ZNG-MALLVN
9416537,42776,2013/03/15 08:00:00+00,425.0,,330228000,317 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN13-0013,ZNG-ZONING,ZNG-MALLVN
9416539,42774,2013/03/15 08:00:00+00,3725.0,,330240100,201 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN13-0011,ZNG-ZONING,ZNG-MALLVN
9416540,42773,2013/03/15 08:00:00+00,2525.0,,530061000,415  E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN13-0010,ZNG-ZONING,ZNG-MALLVN
9416541,42772,2013/03/14 08:00:00+00,5633.0,,330235000,221 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN13-0009,ZNG-ZONING,ZNG-MALLVN
9416542,42771,2013/03/14 08:00:00+00,2297.0,,280018000,112 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN13-0008,ZNG-ZONING,ZNG-MALLVN
9416544,42769,2013/03/14 08:00:00+00,2525.0,,280041000,310  E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN13-0006,ZNG-ZONING,ZNG-MALLVN
9416545,42768,2013/03/13 08:00:00+00,4625.0,,330255000,101 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN13-0005,ZNG-ZONING,ZNG-MALLVN
9416546,42767,2013/03/12 08:00:00+00,2525.0,,280049000,412  E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN13-0004,ZNG-ZONING,ZNG-MALLVN
9416547,42766,2013/03/12 08:00:00+00,1610.0,,330273000,223 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN13-0003,ZNG-ZONING,ZNG-MALLVN
9416548,42765,2013/03/11 08:00:00+00,1542.5,,280016000,118  W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN13-0002,ZNG-ZONING,ZNG-MALLVN
9416549,42764,2013/03/08 10:00:00+00,1850.0,,330260000,119  W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN13-0001,ZNG-ZONING,ZNG-MALLVN
9416550,42763,2012/11/19 10:00:00+00,6200.0,,330258000,109 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN12-0046,ZNG-ZONING,ZNG-MALLVN
9416552,42761,2012/07/26 08:00:00+00,1205.0,,530091LF0,507 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN12-0044,ZNG-ZONING,ZNG-MALLVN
9416553,42760,2012/07/25 08:00:00+00,1775.0,,330234000,223 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN12-0043,ZNG-ZONING,ZNG-MALLVN
9416554,42759,2012/07/25 08:00:00+00,4625.0,,330255000,101 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN12-0042,ZNG-ZONING,ZNG-MALLVN
9416556,42757,2012/05/24 08:00:00+00,5633.0,,330235000,221 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN12-0040,ZNG-ZONING,ZNG-MALLVN
9416558,42755,2012/05/24 08:00:00+00,2312.5,,330240100,201 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN12-0038,ZNG-ZONING,ZNG-MALLVN
9416559,42754,2012/05/23 08:00:00+00,2864.0,,280035000,212 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN12-0037,ZNG-ZONING,ZNG-MALLVN
9416560,42753,2012/05/17 08:00:00+00,1205.0,,530068000,520  E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN12-0036,ZNG-ZONING,ZNG-MALLVN
9416561,42752,2012/05/07 08:00:00+00,1542.5,,280016000,118  W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN12-0035,ZNG-ZONING,ZNG-MALLVN
9416563,42750,2012/04/20 08:00:00+00,1700.0,,280052000,422 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN12-0033,ZNG-ZONING,ZNG-MALLVN
9416564,42749,2012/04/17 08:00:00+00,2297.5,,280018000,112 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN12-0032,ZNG-ZONING,ZNG-MALLVN
9416569,42744,2012/03/20 08:00:00+00,2225.0,,280041000,310-312 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN12-0027,ZNG-ZONING,ZNG-MALLVN
9416570,42743,2012/03/20 08:00:00+00,2330.0,,530059000,401  E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN12-0026,ZNG-ZONING,ZNG-MALLVN
9416571,42742,2012/03/20 08:00:00+00,1625.0,,280026000,120 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN12-0025,ZNG-ZONING,ZNG-MALLVN
9416572,42741,2012/03/20 08:00:00+00,2525.0,,280023000,110  E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN12-0024,ZNG-ZONING,ZNG-MALLVN
9416573,42740,2012/03/20 08:00:00+00,4325.0,,280026000,120 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN12-0023,ZNG-ZONING,ZNG-MALLVN
9416574,42739,2012/03/16 08:00:00+00,1520.0,,330272000,219  W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN12-0022,ZNG-ZONING,ZNG-MALLVN
9416575,42738,2012/03/15 08:00:00+00,425.0,,330228000,317 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN12-0021,ZNG-ZONING,ZNG-MALLVN
9416576,42737,2012/03/15 08:00:00+00,6200.0,,330258000,109 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN12-0020,ZNG-ZONING,ZNG-MALLVN
9416577,42736,2012/03/15 08:00:00+00,1415.0,,530068000,512  EAST MAIN STREET,OPEN,0,Downtown Mall Vendor,,VEN12-0019,ZNG-ZONING,ZNG-MALLVN
9416578,42735,2012/03/14 08:00:00+00,3725.0,,330240100,201 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN12-0018,ZNG-ZONING,ZNG-MALLVN
9416579,42734,2012/03/14 08:00:00+00,1505.0,,330269000,213 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN12-0017,ZNG-ZONING,ZNG-MALLVN
9416580,42733,2012/03/13 08:00:00+00,2525.0,,280041000,310-312 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN12-0016,ZNG-ZONING,ZNG-MALLVN
9416581,42732,2012/03/12 08:00:00+00,2525.0,,280049000,412  E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN12-0015,ZNG-ZONING,ZNG-MALLVN
9416582,42731,2012/03/12 08:00:00+00,1685.0,,330266000,201-207 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN12-0014,ZNG-ZONING,ZNG-MALLVN
9416583,42730,2012/03/12 08:00:00+00,845.0,,330226000,321  E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN12-0013,ZNG-ZONING,ZNG-MALLVN
9416585,42728,2012/03/07 10:00:00+00,1235.0,,530062000,421  E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN12-0011,ZNG-ZONING,ZNG-MALLVN
9416586,42727,2012/03/07 10:00:00+00,2712.5,,330260000,119  W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN12-0010,ZNG-ZONING,ZNG-MALLVN
9416587,42726,2012/03/06 10:00:00+00,12122.5,,330231000,303  E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN12-0009,ZNG-ZONING,ZNG-MALLVN
9416588,42725,2012/03/05 10:00:00+00,3233.0,,530061000,415  E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN12-0008,ZNG-ZONING,ZNG-MALLVN
9416590,42723,2012/03/01 10:00:00+00,3500.0,,330240100,201 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN12-0006,ZNG-ZONING,ZNG-MALLVN
9416591,42722,2012/03/01 10:00:00+00,3500.0,,330240100,201 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN12-0005,ZNG-ZONING,ZNG-MALLVN
9416592,42721,2012/02/29 10:00:00+00,650.0,,280052000,422 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN12-0004,ZNG-ZONING,ZNG-MALLVN
9416593,42720,2012/02/29 10:00:00+00,1205.0,,530091LF0,507 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN12-0003,ZNG-ZONING,ZNG-MALLVN
9416594,42719,2012/02/01 10:00:00+00,175.0,,330274000,227  W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN12-0002,ZNG-ZONING,ZNG-MALLVN
9416595,42718,2012/02/01 10:00:00+00,1840.0,,330274000,227  W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN12-0001,ZNG-ZONING,ZNG-MALLVN
9416596,42717,2011/12/27 10:00:00+00,750.0,,330274000,227  W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN11-0040,ZNG-ZONING,ZNG-MALLVN
9416597,42716,2011/12/21 10:00:00+00,1200.0,,280035000,212 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN11-0039,ZNG-ZONING,ZNG-MALLVN
9416601,42712,2011/11/22 10:00:00+00,1200.0,,530061000,415  E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN11-0035,ZNG-ZONING,ZNG-MALLVN
9416602,42711,2011/11/22 10:00:00+00,862.5,,330260000,119  W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN11-0034,ZNG-ZONING,ZNG-MALLVN
9416603,42710,2011/11/17 10:00:00+00,2075.0,,280018000,112 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN11-0033,ZNG-ZONING,ZNG-MALLVN
9416604,42709,2011/10/31 08:00:00+00,1685.0,,330266000,201  W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN11-0032,ZNG-ZONING,ZNG-MALLVN
9416605,42708,2011/10/28 08:00:00+00,845.0,,330226000,321  E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN11-0031,ZNG-ZONING,ZNG-MALLVN
9416607,42706,2011/05/04 08:00:00+00,760.0,,330272000,219  W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN11-0029,ZNG-ZONING,ZNG-MALLVN
9416608,42705,2011/05/04 08:00:00+00,1582.5,,330272000,219  W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN11-0028,ZNG-ZONING,ZNG-MALLVN
9416609,42704,2011/05/04 08:00:00+00,2225.0,,280041000,310  E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN11-0027,ZNG-ZONING,ZNG-MALLVN
9416610,42703,2011/04/01 08:00:00+00,1625.0,,330234000,223 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN11-0026,ZNG-ZONING,ZNG-MALLVN
9416611,42702,2011/03/25 08:00:00+00,1542.5,,280016000,118 W MAIN STREET,OPEN,0,Downtown Mall Vendor,,VEN11-0025,ZNG-ZONING,ZNG-MALLVN
9416612,42701,2011/03/24 08:00:00+00,1415.0,,530068000,512  E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN11-0024,ZNG-ZONING,ZNG-MALLVN
9416613,42700,2011/03/24 08:00:00+00,6200.0,,330258000,109 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN11-0023,ZNG-ZONING,ZNG-MALLVN
9416616,42697,2011/03/18 08:00:00+00,602.5,,530068000,520  E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN11-0020,ZNG-ZONING,ZNG-MALLVN
9416617,42696,2011/03/17 08:00:00+00,2330.0,,530059000,401  E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN11-0019,ZNG-ZONING,ZNG-MALLVN
9416618,42695,2011/03/17 08:00:00+00,2525.0,,280035000,212 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN11-0018,ZNG-ZONING,ZNG-MALLVN
9416620,42693,2011/03/15 08:00:00+00,2525.0,,280049000,412  E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN11-0016,ZNG-ZONING,ZNG-MALLVN
9416621,42692,2011/03/15 08:00:00+00,1541.0,,330269000,213 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN11-0015,ZNG-ZONING,ZNG-MALLVN
9416622,42691,2011/03/15 08:00:00+00,2525.0,,280023000,110  E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN11-0014,ZNG-ZONING,ZNG-MALLVN
9416623,42690,2011/03/14 08:00:00+00,4025.0,,280026000,120 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN11-0013,ZNG-ZONING,ZNG-MALLVN
9416624,42689,2011/03/14 08:00:00+00,1625.0,,280026000,120 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN11-0012,ZNG-ZONING,ZNG-MALLVN
9416625,42688,2011/03/14 08:00:00+00,3725.0,,330240100,201 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN11-0011,ZNG-ZONING,ZNG-MALLVN
9416626,42687,2011/03/14 08:00:00+00,2525.0,,530061000,415 E MAIN STREET,OPEN,0,Downtown Mall Vendor,,VEN11-0010,ZNG-ZONING,ZNG-MALLVN
9416627,42686,2011/03/11 10:00:00+00,425.0,,330228000,317 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN11-0009,ZNG-ZONING,ZNG-MALLVN
9416628,42685,2011/03/10 10:00:00+00,4625.0,,330235000,221 E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN11-0008,ZNG-ZONING,ZNG-MALLVN
9416631,42682,2011/03/08 10:00:00+00,617.5,,530062000,421  EAST MAIN STREET,OPEN,0,Downtown Mall Vendor,,VEN11-0005,ZNG-ZONING,ZNG-MALLVN
9416632,42681,2011/03/07 10:00:00+00,1850.0,,330260000,119  WEST MAIN STREET,OPEN,0,Downtown Mall Vendor,,VEN11-0004,ZNG-ZONING,ZNG-MALLVN
9416633,42680,2011/03/07 10:00:00+00,3125.0,,330255000,101 W MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN11-0003,ZNG-ZONING,ZNG-MALLVN
9416634,42679,2011/03/07 10:00:00+00,2525.0,,280041000,310  E MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN11-0002,ZNG-ZONING,ZNG-MALLVN
9416638,42675,2010/08/02 08:00:00+00,1265.0,,330274000,227  WEST MAIN STREET,OPEN,0,Downtown Mall Vendor,,VEN10-0041,ZNG-ZONING,ZNG-MALLVN
9416640,42673,2010/07/14 08:00:00+00,1262.5,,280035000,212 EAST MAIN STREET,OPEN,0,Downtown Mall Vendor,,VEN10-0039,ZNG-ZONING,ZNG-MALLVN
9416641,42672,2010/07/14 08:00:00+00,212.5,,330228000,317 EAST MAIN STREET,OPEN,0,Downtown Mall Vendor,,VEN10-0038,ZNG-ZONING,ZNG-MALLVN
9416642,42671,2010/07/13 08:00:00+00,1262.5,,280049000,414 EAST MAIN STREET,OPEN,0,Downtown Mall Vendor,,VEN10-0037,ZNG-ZONING,ZNG-MALLVN
9416643,42670,2010/07/13 08:00:00+00,3272.5,,330235000,221 EAST MAIN STREET,OPEN,0,Downtown Mall Vendor,,VEN10-0036,ZNG-ZONING,ZNG-MALLVN
9416644,42669,2010/07/13 08:00:00+00,1262.5,,280041000,310-312 EAST MAIN STREET,OPEN,0,Downtown Mall Vendor,,VEN10-0035,ZNG-ZONING,ZNG-MALLVN
9416645,42668,2010/07/07 08:00:00+00,1037.5,,280018000,112 WEST MAIN ST,OPEN,0,Downtown Mall Vendor,,VEN10-0034,ZNG-ZONING,ZNG-MALLVN
9416646,42667,2010/06/14 08:00:00+00,2462.5,,280049000,412  EAST MAIN STREET,OPEN,0,Downtown Mall Vendor,,VEN10-0033,ZNG-ZONING,ZNG-MALLVN
9416648,42665,2010/05/25 08:00:00+00,1415.0,,530068000,512  EAST MAIN STREET,OPEN,0,Downtown Mall Vendor,,VEN10-0031,ZNG-ZONING,ZNG-MALLVN
9416649,42664,2010/05/25 08:00:00+00,1625.0,,330234000,223 EAST MAIN STREET,OPEN,0,Downtown Mall Vendor,,VEN10-0030,ZNG-ZONING,ZNG-MALLVN
9416650,42663,2010/04/23 08:00:00+00,3275.0,,330240100,201 EAST MAIN STREET,OPEN,0,Downtown Mall Vendor,,VEN10-0029,ZNG-ZONING,ZNG-MALLVN
9416653,42660,2010/03/31 08:00:00+00,325.0,,100016000,1321  WEST MAIN STREET,OPEN,0,Downtown Mall Vendor,,VEN10-0026,ZNG-ZONING,ZNG-MALLVN
9416654,42659,2010/03/29 08:00:00+00,3725.0,,330240100,201 EAST MAIN STREET,OPEN,0,Downtown Mall Vendor,,VEN10-0025,ZNG-ZONING,ZNG-MALLVN
9416656,42657,2010/03/29 08:00:00+00,845.0,,330226000,321-323 EAST MAIN STREET,OPEN,0,Downtown Mall Vendor,,VEN10-0023,ZNG-ZONING,ZNG-MALLVN
9416657,42656,2010/03/29 08:00:00+00,1175.0,,530062000,419-421 EAST MAIN STREET,OPEN,0,Downtown Mall Vendor,,VEN10-0022,ZNG-ZONING,ZNG-MALLVN
9416659,42654,2010/03/19 08:00:00+00,5210.0,,330231000,303  EAST MAIN STREET,OPEN,0,Downtown Mall Vendor,,VEN10-0020,ZNG-ZONING,ZNG-MALLVN
9416660,42653,2010/03/18 08:00:00+00,1205.0,,530091LF0,507 EAST MAIN STREET,OPEN,0,Downtown Mall Vendor,,VEN10-0019,ZNG-ZONING,ZNG-MALLVN
9416661,42652,2010/03/16 08:00:00+00,3125.0,,330255000,101 WEST MAIN STREET,OPEN,0,Downtown Mall Vendor,,VEN10-0018,ZNG-ZONING,ZNG-MALLVN
9416662,42651,2010/03/16 08:00:00+00,2225.5,,280041000,310-312 EAST MAIN STREET,OPEN,0,Downtown Mall Vendor,,VEN10-0017,ZNG-ZONING,ZNG-MALLVN
9416663,42650,2010/03/16 08:00:00+00,1677.5,,330235000,221 EAST MAIN STREET,OPEN,0,Downtown Mall Vendor,,VEN10-0016,ZNG-ZONING,ZNG-MALLVN
9416664,42649,2010/03/15 08:00:00+00,2375.0,,530059000,401-07 EAST MAIN &104 4TH ST NE,OPEN,0,Downtown Mall Vendor,,VEN10-0015,ZNG-ZONING,ZNG-MALLVN
9416665,42648,2010/03/15 08:00:00+00,1506.5,,330269000,213 WEST MAIN STREET,OPEN,0,Downtown Mall Vendor,,VEN10-0014,ZNG-ZONING,ZNG-MALLVN
9416666,42647,2010/03/15 08:00:00+00,1625.0,,280026000,120 EAST MAIN STREET,OPEN,0,Downtown Mall Vendor,,VEN10-0013,ZNG-ZONING,ZNG-MALLVN
9416667,42646,2010/03/15 08:00:00+00,4025.0,,280026000,120 EAST MAIN STREET,OPEN,0,Downtown Mall Vendor,,VEN10-0012,ZNG-ZONING,ZNG-MALLVN
9416668,42645,2010/03/15 08:00:00+00,3725.0,,280035000,212 EAST MAIN STREET,OPEN,0,Downtown Mall Vendor,,VEN10-0011,ZNG-ZONING,ZNG-MALLVN
9416669,42644,2010/03/15 08:00:00+00,1037.5,,280018000,112  WEST MAIN STREET,OPEN,0,Downtown Mall Vendor,,VEN10-0010,ZNG-ZONING,ZNG-MALLVN
9416670,42643,2010/03/15 08:00:00+00,1160.0,,330266000,201  WEST MAIN STREET,OPEN,0,Downtown Mall Vendor,,VEN10-0009,ZNG-ZONING,ZNG-MALLVN
9416671,42642,2010/03/15 08:00:00+00,6200.0,,330258000,109 WEST MAIN STREET,OPEN,0,Downtown Mall Vendor,,VEN10-0008,ZNG-ZONING,ZNG-MALLVN
9416672,42641,2010/03/11 10:00:00+00,2525.0,,280023000,110-112 EAST MAIN STREET,OPEN,0,Downtown Mall Vendor,,VEN10-0007,ZNG-ZONING,ZNG-MALLVN
9416673,42640,2010/03/11 10:00:00+00,1262.5,,280041000,310-312 EAST MAIN STREET,OPEN,0,Downtown Mall Vendor,,VEN10-0006,ZNG-ZONING,ZNG-MALLVN
9416674,42639,2010/03/10 10:00:00+00,3725.0,,530061000,415-417 EAST MAIN STREET,OPEN,0,Downtown Mall Vendor,,VEN10-0005,ZNG-ZONING,ZNG-MALLVN
9416676,42637,2010/03/08 10:00:00+00,1235.0,,530068000,520  EAST MAIN STREET,OPEN,0,Downtown Mall Vendor,,VEN10-0003,ZNG-ZONING,ZNG-MALLVN
9416677,42636,2010/03/05 10:00:00+00,425.0,,330228000,317 EAST MAIN STREET,OPEN,0,Downtown Mall Vendor,,VEN10-0002,ZNG-ZONING,ZNG-MALLVN
9416678,42635,2010/03/04 10:00:00+00,2712.5,,330260000,119  WEST MAIN STREET,OPEN,0,Downtown Mall Vendor,,VEN10-0001,ZNG-ZONING,ZNG-MALLVN
9416680,42633,2009/11/23 10:00:00+00,862.5,,330260000,119  WEST MAIN STREET,OPEN,0,Downtown Mall Vendor,,VEN09-0007,ZNG-ZONING,ZNG-MALLVN
9416681,42632,2009/11/20 10:00:00+00,1200.0,,280035000,212 EAST MAIN STREET,OPEN,0,Downtown Mall Vendor,,VEN09-0006,ZNG-ZONING,ZNG-MALLVN
9416683,42630,2009/11/20 10:00:00+00,1500.0,,330231000,303  EAST MAIN STREET,OPEN,0,Downtown Mall Vendor,,VEN09-0004,ZNG-ZONING,ZNG-MALLVN
9416684,42629,2009/11/17 10:00:00+00,1200.0,,530061000,415-417 EAST MAIN STREET,OPEN,0,Downtown Mall Vendor,,VEN09-0003,ZNG-ZONING,ZNG-MALLVN
9416685,42628,2009/11/16 10:00:00+00,1650.0,,330235000,221 EAST MAIN STREET,OPEN,0,Downtown Mall Vendor,,VEN09-0002,ZNG-ZONING,ZNG-MALLVN
9416686,42627,2009/11/13 10:00:00+00,2025.0,,330258000,109 WEST MAIN STREET,OPEN,0,Downtown Mall Vendor,,VEN09-0001,ZNG-ZONING,ZNG-MALLVN
9416715,42598,2021/01/12 10:00:00+00,0.0,,330228000,317 E MAIN ST,CLOSED,0,Stop Work Order,,SWO-21-001,B-STOPWRK,STOPWORK
9416717,42596,2020/12/21 10:00:00+00,0.0,2020/09/28 08:00:00+00,570157015,1081 E WATER ST,CANCELLED,0,Stop Work Order,,SWO-20-008,B-STOPWRK,STOPWORK
9416806,42507,2013/09/17 08:00:00+00,0.0,,570157000,1111 E WATER ST,CLOSED,0,Stop Work Order,,SWO-13-015,B-STOPWRK,STOPWORK
9416825,42488,2012/11/30 10:00:00+00,0.0,,320156000,707-709 W MAIN ST,CLOSED,0,Stop Work Order,,SWO-12-033,B-STOPWRK,STOPWORK
9416919,42394,2009/11/02 10:00:00+00,0.0,,330272000,219-221 WEST MAIN STREET,CLOSED,0,Stop Work Order,,SWO-09-029,B-STOPWRK,STOPWORK
9417064,42249,2020/12/10 10:00:00+00,500.0,,290003000,602-616 W MAIN ST,OPEN,0,Stormwater Management Plan,,ST20-00039,EG-PWENG,EG-SWMP
9417065,42248,2020/12/10 10:00:00+00,625.0,,290003000,602-616 W MAIN ST,OPEN,0,Erosion & Sediment Control,,ST20-00038,EG-PWENG,EG-ESC
9417129,42184,2019/09/18 08:00:00+00,400.0,,320177000,499 W MAIN ST,OPEN,0,,,ST19-00039,AD-ESAMEND,
9417132,42181,2019/09/06 08:00:00+00,250.0,,280001000,230 W MAIN ST,OPEN,0,Stormwater Management Plan,,ST19-00036,EG-PWENG,EG-SWMP
9417139,42174,2019/06/26 08:00:00+00,500.0,,320178000,421 W MAIN ST,OPEN,0,Stormwater Management Plan,,ST19-00029,EG-PWENG,EG-SWMP
9417140,42173,2019/06/26 08:00:00+00,625.0,,320178000,421 W MAIN ST,OPEN,0,Erosion & Sediment Control,,ST19-00028,EG-PWENG,EG-ESC
9417170,42143,2018/12/18 10:00:00+00,400.0,,280001000,230 W MAIN ST,OPEN,0,Construction General Permit (VSMP),,ST18-00055,EG-PWENG,EG-CGP
9417177,42136,2018/11/05 10:00:00+00,2700.0,,280001000,230 W MAIN ST,OPEN,0,Construction General Permit (VSMP),,ST18-00048,EG-PWENG,EG-CGP
9417231,42082,2017/09/28 08:00:00+00,150.0,,570157019,1089 E WATER ST,OPEN,0,Stormwater Management Plan,,ST17-00050,EG-PWENG,EG-SWMP
9417232,42081,2017/09/28 08:00:00+00,150.0,,570157019,1089 E WATER ST,OPEN,0,Agreement in Lieu of E&SC Plan,,ST17-00049,EG-PWENG,EG-ESCAG
9417233,42080,2017/09/28 08:00:00+00,150.0,,570157017,1085 E WATER ST,OPEN,0,Stormwater Management Plan,,ST17-00048,EG-PWENG,EG-SWMP
9417234,42079,2017/09/28 08:00:00+00,150.0,,570157017,1085 E WATER ST,OPEN,0,Agreement in Lieu of E&SC Plan,,ST17-00047,EG-PWENG,EG-ESCAG
9417235,42078,2017/09/28 08:00:00+00,150.0,,570157014,1077 E WATER ST,OPEN,0,Stormwater Management Plan,,ST17-00046,EG-PWENG,EG-SWMP
9417236,42077,2017/09/28 08:00:00+00,150.0,,570157014,1077 E WATER ST,OPEN,0,Agreement in Lieu of E&SC Plan,,ST17-00045,EG-PWENG,EG-ESCAG
9417237,42076,2017/09/28 08:00:00+00,150.0,,570157013,1075 E WATER ST,OPEN,0,Stormwater Management Plan,,ST17-00044,EG-PWENG,EG-SWMP
9417238,42075,2017/09/28 08:00:00+00,150.0,,570157013,1075 E WATER ST,OPEN,0,Agreement in Lieu of E&SC Plan,,ST17-00043,EG-PWENG,EG-ESCAG
9417262,42051,2017/06/13 08:00:00+00,1125.0,,320176000,501 W MAIN ST,OPEN,0,Erosion & Sediment Control,,ST17-00019,EG-PWENG,EG-ESC
9417277,42036,2017/04/06 08:00:00+00,200.0,,310170000,853 W MAIN ST,OPEN,0,,,ST17-00004,AD-ESAMEND,
9417279,42034,2017/02/10 10:00:00+00,200.0,,530162300,550 E WATER ST,OPEN,0,Stormwater Management Plan,,ST17-00002,EG-PWENG,EG-SWMP
9417285,42028,2016/10/10 08:00:00+00,1125.0,,290006000,600 W MAIN ST,OPEN,0,Erosion & Sediment Control,,ST16-00034,EG-PWENG,EG-ESC
9417291,42022,2016/09/02 08:00:00+00,2700.0,,310170000,853 W MAIN ST,OPEN,0,Construction General Permit (VSMP),,ST16-00028,EG-PWENG,EG-CGP
9417302,42011,2016/05/24 08:00:00+00,400.0,,100068000,1000 W MAIN ST,OPEN,0,Construction General Permit (VSMP),,ST16-00017,EG-PWENG,EG-CGP
9417317,41996,2016/01/21 10:00:00+00,925.0,,530162300,550 E WATER ST,CLOSED,0,Stormwater Management Plan,,ST16-00002,EG-PWENG,EG-SWMP
9417323,41990,2015/10/20 08:00:00+00,925.0,,100064000,1106 W MAIN ST,CLOSED,0,Stormwater Management Plan,,ST15-00032,EG-PWENG,EG-SWMP
9417343,41970,2015/07/22 08:00:00+00,400.0,,320198000,315 W MAIN ST,OPEN,0,Construction General Permit (VSMP),,ST15-00012,EG-PWENG,EG-CGP
9417348,41965,2015/05/07 08:00:00+00,2700.0,,100068000,1000 W MAIN ST,EXPIRED,0,Construction General Permit (VSMP),,ST15-00007,EG-PWENG,EG-CGP
